ID,사고일시,요일,기상상태,시군구,도로형태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사망자수,중상자수,경상자수,부상자수,사고위험도
ACCIDENT_02312,2019-03-09 23,토요일,맑음,대구광역시 동구 신기동,교차로 - 교차로안,건조,차대차,기타,직진우회전진행방해,승용,여,53세,상해없음,이륜,남,60세,중상,0,1,0,0,5
ACCIDENT_02313,2019-03-09 23,토요일,맑음,대구광역시 달서구 상인동,교차로 - 교차로안,건조,차대차,추돌,안전거리미확보,승용,남,55세,상해없음,승용,남,60세,경상,0,0,1,0,3
ACCIDENT_02314,2019-03-10 01,일요일,맑음,대구광역시 북구 침산동,교차로 - 교차로안,건조,차대차,추돌,신호위반,승용,남,66세,기타불명,승용,여,39세,경상,0,0,1,0,3
ACCIDENT_02315,2019-03-10 02,일요일,맑음,대구광역시 서구 원대동1가,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,47세,상해없음,이륜,남,32세,경상,0,0,2,0,6
ACCIDENT_02316,2019-03-10 04,일요일,맑음,대구광역시 중구 계산동2가,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,71세,상해없음,승용,남,33세,중상,0,1,2,0,11
ACCIDENT_02317,2019-03-10 07,일요일,비,대구광역시 수성구 황금동,단일로 - 기타,젖음/습기,차대사람,보도통행중,보행자보호의무위반,이륜,여,56세,상해없음,보행자,여,66세,경상,0,0,1,0,3
ACCIDENT_02318,2019-03-10 10,일요일,비,대구광역시 달서구 월성동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,교차로운행방법위반,승용,남,47세,상해없음,원동기,여,24세,중상,0,1,0,0,5
ACCIDENT_02319,2019-03-10 11,일요일,비,대구광역시 동구 신암동,교차로 - 교차로안,젖음/습기,차대차,추돌,안전운전불이행,승용,남,35세,상해없음,승용,남,60세,상해없음,0,0,2,0,6
ACCIDENT_02320,2019-03-10 12,일요일,비,대구광역시 동구 신암동,단일로 - 기타,젖음/습기,차대차,측면충돌,안전운전불이행,기타불명,기타불명,미분류,기타불명,이륜,남,25세,부상신고,0,0,0,1,1
ACCIDENT_02321,2019-03-10 12,일요일,비,대구광역시 동구 방촌동,단일로 - 기타,젖음/습기,차대차,측면충돌,안전운전불이행,이륜,남,18세,상해없음,승용,남,44세,경상,0,0,2,0,6
ACCIDENT_02322,2019-03-10 12,일요일,비,대구광역시 달서구 대곡동,단일로 - 기타,젖음/습기,차대차,측면충돌,안전거리미확보,승용,남,34세,상해없음,승용,여,46세,중상,0,1,5,0,20
ACCIDENT_02323,2019-03-10 12,일요일,비,대구광역시 북구 읍내동,단일로 - 기타,젖음/습기,차대차,측면충돌,안전거리미확보,승용,남,44세,상해없음,이륜,남,53세,중상,0,1,0,0,5
ACCIDENT_02324,2019-03-10 13,일요일,비,대구광역시 수성구 만촌동,단일로 - 기타,젖음/습기,차대차,추돌,안전운전불이행,승용,여,64세,상해없음,이륜,남,42세,중상,0,1,0,0,5
ACCIDENT_02325,2019-03-10 14,일요일,비,대구광역시 수성구 황금동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,기타,이륜,남,34세,경상,승용,남,27세,상해없음,0,0,1,0,3
ACCIDENT_02326,2019-03-10 14,일요일,비,대구광역시 달성군 가창면,주차장 - 주차장,젖음/습기,차대차,기타,안전운전불이행,승용,남,40세,상해없음,승용,남,44세,경상,0,0,1,0,3
ACCIDENT_02327,2019-03-10 15,일요일,비,대구광역시 수성구 두산동,교차로 - 교차로안,젖음/습기,차대차,추돌,안전운전불이행,승용,남,58세,상해없음,승용,여,60세,경상,0,0,1,0,3
ACCIDENT_02328,2019-03-10 16,일요일,비,대구광역시 남구 봉덕동,단일로 - 기타,젖음/습기,차대사람,횡단중,보행자보호의무위반,승용,남,52세,상해없음,보행자,여,46세,중상,0,2,0,0,10
ACCIDENT_02329,2019-03-10 17,일요일,비,대구광역시 수성구 신매동,교차로 - 교차로부근,젖음/습기,차대차,측면충돌,안전운전불이행,승용,여,62세,상해없음,승용,남,32세,경상,0,0,1,0,3
ACCIDENT_02330,2019-03-10 17,일요일,비,대구광역시 달서구 장기동,교차로 - 교차로부근,젖음/습기,차대차,기타,신호위반,승용,남,22세,경상,승용,여,23세,경상,0,0,5,0,15
ACCIDENT_02331,2019-03-10 17,일요일,맑음,대구광역시 북구 동천동,단일로 - 기타,건조,차대차,기타,안전거리미확보,승용,남,48세,상해없음,이륜,남,39세,경상,0,0,1,0,3
ACCIDENT_02332,2019-03-10 18,일요일,비,대구광역시 동구 신암동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,교차로운행방법위반,승용,남,62세,상해없음,이륜,남,47세,경상,0,0,1,0,3
ACCIDENT_02333,2019-03-10 18,일요일,맑음,대구광역시 수성구 만촌동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,기타불명,기타불명,미분류,기타불명,보행자,남,6세,경상,0,0,1,0,3
ACCIDENT_02334,2019-03-10 18,일요일,맑음,대구광역시 중구 태평로2가,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,32세,상해없음,자전거,남,79세,경상,0,0,1,0,3
ACCIDENT_02335,2019-03-10 19,일요일,맑음,대구광역시 수성구 지산동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,남,61세,상해없음,보행자,여,78세,중상,0,1,0,0,5
ACCIDENT_02336,2019-03-10 19,일요일,맑음,대구광역시 북구 고성동1가,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승용,남,55세,상해없음,승용,남,62세,상해없음,0,0,2,0,6
ACCIDENT_02337,2019-03-10 19,일요일,맑음,대구광역시 서구 평리동,단일로 - 기타,젖음/습기,차대차,추돌,안전운전불이행,승용,남,34세,상해없음,승용,여,21세,경상,0,0,1,0,3
ACCIDENT_02338,2019-03-10 19,일요일,흐림,대구광역시 북구 서변동,교차로 - 교차로부근,젖음/습기,차대차,측면충돌,안전운전불이행,승용,여,44세,상해없음,이륜,남,52세,경상,0,0,1,0,3
ACCIDENT_02339,2019-03-10 20,일요일,맑음,대구광역시 수성구 만촌동,교차로 - 교차로횡단보도내,건조,차대차,측면충돌,안전운전불이행,승용,남,40세,상해없음,자전거,남,27세,경상,0,0,1,0,3
ACCIDENT_02340,2019-03-10 20,일요일,비,대구광역시 수성구 상동,단일로 - 기타,젖음/습기,차대차,추돌,안전운전불이행,이륜,남,35세,중상,승용,남,65세,상해없음,0,1,0,0,5
ACCIDENT_02341,2019-03-10 20,일요일,흐림,대구광역시 달서구 송현동,교차로 - 교차로안,젖음/습기,차대차,기타,교차로운행방법위반,이륜,남,29세,경상,승용,남,36세,상해없음,0,0,1,0,3
ACCIDENT_02342,2019-03-10 21,일요일,맑음,대구광역시 동구 신기동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,51세,상해없음,승용,여,28세,경상,0,0,1,0,3
ACCIDENT_02343,2019-03-10 22,일요일,맑음,대구광역시 남구 대명동,기타 - 기타,건조,차대차,기타,안전운전불이행,승용,남,32세,상해없음,승용,남,71세,경상,0,0,1,0,3
ACCIDENT_02344,2019-03-10 22,일요일,맑음,대구광역시 동구 신천동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,39세,상해없음,승용,남,59세,경상,0,0,1,0,3
ACCIDENT_02345,2019-03-10 23,일요일,맑음,대구광역시 동구 신천동,교차로 - 교차로안,건조,차대차,기타,신호위반,승용,남,71세,상해없음,승용,남,18세,경상,0,0,2,0,6
ACCIDENT_02346,2019-03-10 23,일요일,맑음,대구광역시 수성구 두산동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,49세,부상신고,승용,남,21세,경상,0,0,2,1,7
ACCIDENT_02347,2019-03-10 23,일요일,맑음,대구광역시 달성군 화원읍,단일로 - 기타,건조,차대차,정면충돌,안전운전불이행,승용,남,58세,상해없음,이륜,남,16세,경상,0,0,1,0,3
ACCIDENT_02348,2019-03-11 02,월요일,맑음,대구광역시 수성구 중동,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승용,남,58세,상해없음,승용,남,39세,경상,0,0,1,0,3
ACCIDENT_02349,2019-03-11 05,월요일,맑음,대구광역시 남구 대명동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,63세,상해없음,승용,남,48세,경상,0,0,1,0,3
ACCIDENT_02350,2019-03-11 05,월요일,안개,대구광역시 서구 비산동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,신호위반,승용,남,63세,상해없음,승용,남,66세,경상,0,0,2,0,6
ACCIDENT_02351,2019-03-11 07,월요일,맑음,대구광역시 수성구 욱수동,교차로 - 교차로횡단보도내,건조,차대사람,기타,보행자보호의무위반,승합,남,69세,상해없음,보행자,여,16세,경상,0,0,1,0,3
ACCIDENT_02352,2019-03-11 07,월요일,맑음,대구광역시 달서구 신당동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,자전거,남,48세,경상,승용,남,41세,상해없음,0,0,1,0,3
ACCIDENT_02353,2019-03-11 08,월요일,맑음,대구광역시 수성구 수성동1가,단일로 - 기타,젖음/습기,차대차,추돌,안전거리미확보,승용,남,49세,상해없음,승용,남,66세,중상,0,1,0,0,5
ACCIDENT_02354,2019-03-11 08,월요일,맑음,대구광역시 수성구 만촌동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,39세,상해없음,화물,남,40세,경상,0,0,1,0,3
ACCIDENT_02355,2019-03-11 08,월요일,맑음,대구광역시 북구 침산동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,38세,기타불명,승용,여,39세,경상,0,0,1,0,3
ACCIDENT_02356,2019-03-11 08,월요일,맑음,대구광역시 북구 침산동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,30세,상해없음,승용,남,67세,경상,0,0,2,0,6
ACCIDENT_02357,2019-03-11 09,월요일,맑음,대구광역시 수성구 두산동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,37세,기타불명,승용,남,51세,경상,0,0,1,0,3
ACCIDENT_02358,2019-03-11 09,월요일,맑음,대구광역시 달성군 유가읍,기타 - 기타,건조,차대사람,기타,안전운전불이행,승합,남,43세,상해없음,보행자,여,40세,경상,0,0,2,0,6
ACCIDENT_02359,2019-03-11 09,월요일,맑음,대구광역시 북구 노원동3가,단일로 - 기타,건조,차대차,기타,안전거리미확보,승용,여,39세,상해없음,화물,남,52세,경상,0,0,1,0,3
ACCIDENT_02360,2019-03-11 09,월요일,맑음,대구광역시 달서구 신당동,교차로 - 교차로부근,건조,차대차,기타,안전운전불이행,승용,남,21세,부상신고,화물,남,35세,경상,0,0,1,4,7
ACCIDENT_02361,2019-03-11 09,월요일,맑음,대구광역시 북구 읍내동,단일로 - 기타,건조,차대차,기타,불법유턴,승용,남,47세,상해없음,승용,남,40세,경상,0,0,3,0,9
ACCIDENT_02362,2019-03-11 11,월요일,맑음,대구광역시 남구 대명동,단일로 - 지하차도(도로)내,건조,차대차,추돌,안전운전불이행,화물,여,55세,상해없음,승용,여,54세,경상,0,0,1,0,3
ACCIDENT_02363,2019-03-11 12,월요일,맑음,대구광역시 남구 대명동,단일로 - 기타,건조,차량단독,기타,안전운전불이행,승합,남,47세,상해없음,,,,,0,1,0,0,5
ACCIDENT_02364,2019-03-11 12,월요일,맑음,대구광역시 남구 이천동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,승합,남,55세,상해없음,자전거,남,79세,중상,0,1,0,0,5
ACCIDENT_02365,2019-03-11 12,월요일,맑음,대구광역시 동구 용계동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,여,44세,상해없음,승용,여,45세,경상,0,0,1,0,3
ACCIDENT_02366,2019-03-11 12,월요일,맑음,대구광역시 달성군 현풍읍,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,승용,여,35세,상해없음,승용,여,25세,경상,0,0,1,0,3
ACCIDENT_02367,2019-03-11 12,월요일,맑음,대구광역시 달서구 이곡동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,남,70세,상해없음,화물,남,35세,경상,0,0,1,0,3
ACCIDENT_02368,2019-03-11 13,월요일,맑음,대구광역시 수성구 중동,기타 - 기타,건조,차대차,기타,기타,자전거,남,71세,경상,승용,여,51세,상해없음,0,0,1,0,3
ACCIDENT_02369,2019-03-11 13,월요일,맑음,대구광역시 수성구 신매동,교차로 - 교차로안,건조,차대사람,횡단중,안전운전불이행,화물,남,64세,상해없음,보행자,여,79세,중상,0,1,0,0,5
ACCIDENT_02370,2019-03-11 14,월요일,맑음,대구광역시 수성구 황금동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,남,76세,상해없음,보행자,여,34세,경상,0,0,1,0,3
ACCIDENT_02371,2019-03-11 14,월요일,맑음,대구광역시 수성구 범어동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,승용,여,36세,상해없음,승용,여,46세,경상,0,0,1,0,3
ACCIDENT_02372,2019-03-11 15,월요일,맑음,대구광역시 동구 각산동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,남,78세,부상신고,승용,남,30세,경상,0,0,1,1,4
ACCIDENT_02373,2019-03-11 16,월요일,맑음,대구광역시 동구 지묘동,단일로 - 기타,건조,차대차,기타,안전거리미확보,승용,여,69세,부상신고,승용,여,27세,중상,0,1,0,1,6
ACCIDENT_02374,2019-03-11 16,월요일,맑음,대구광역시 달성군 유가읍,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,이륜,남,25세,중상,승용,남,38세,기타불명,0,1,0,0,5
ACCIDENT_02375,2019-03-11 16,월요일,맑음,대구광역시 서구 평리동,교차로 - 교차로안,건조,차대차,측면충돌,직진우회전진행방해,이륜,남,43세,부상신고,자전거,남,11세,중상,0,1,0,1,6
ACCIDENT_02376,2019-03-11 17,월요일,맑음,대구광역시 달서구 월성동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,화물,남,66세,상해없음,승용,여,39세,경상,0,0,1,0,3
ACCIDENT_02377,2019-03-11 17,월요일,맑음,대구광역시 북구 산격동,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승용,남,31세,상해없음,승용,남,51세,경상,0,0,2,1,7
ACCIDENT_02378,2019-03-11 18,월요일,흐림,대구광역시 달서구 장기동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,신호위반,승용,여,45세,상해없음,승용,여,51세,경상,0,0,6,0,18
ACCIDENT_02379,2019-03-11 18,월요일,흐림,대구광역시 북구 매천동,단일로 - 기타,젖음/습기,차대사람,횡단중,안전운전불이행,승용,남,63세,상해없음,보행자,여,16세,경상,0,0,1,0,3
ACCIDENT_02380,2019-03-11 19,월요일,비,대구광역시 북구 산격동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,교차로운행방법위반,이륜,남,23세,부상신고,승용,남,27세,상해없음,0,0,0,1,1
ACCIDENT_02381,2019-03-11 20,월요일,맑음,대구광역시 남구 대명동,교차로 - 교차로횡단보도내,건조,차대사람,횡단중,보행자보호의무위반,기타불명,기타불명,미분류,기타불명,보행자,여,25세,부상신고,0,0,0,1,1
ACCIDENT_02382,2019-03-11 20,월요일,맑음,대구광역시 동구 신서동,단일로 - 기타,건조,차대차,기타,신호위반,이륜,남,30세,상해없음,자전거,여,55세,경상,0,0,1,0,3
ACCIDENT_02383,2019-03-11 20,월요일,맑음,대구광역시 동구 율하동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,52세,상해없음,승용,남,50세,경상,0,0,2,0,6
ACCIDENT_02384,2019-03-11 20,월요일,맑음,대구광역시 달성군 화원읍,교차로 - 교차로부근,건조,차대차,기타,안전운전불이행,화물,남,70세,상해없음,화물,남,52세,중상,0,1,0,0,5
ACCIDENT_02385,2019-03-11 20,월요일,맑음,대구광역시 북구 관음동,단일로 - 기타,건조,차대차,기타,안전운전불이행,기타불명,기타불명,미분류,기타불명,승용,남,27세,경상,0,0,1,0,3
ACCIDENT_02386,2019-03-11 21,월요일,맑음,대구광역시 중구 봉산동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,남,46세,상해없음,보행자,남,19세,경상,0,0,1,0,3
ACCIDENT_02387,2019-03-11 22,월요일,맑음,대구광역시 달서구 상인동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,25세,상해없음,승용,남,39세,경상,0,0,2,0,6
ACCIDENT_02388,2019-03-11 22,월요일,흐림,대구광역시 달서구 도원동,단일로 - 기타,젖음/습기,차대차,정면충돌,안전운전불이행,승용,남,28세,상해없음,이륜,남,60세,경상,0,0,1,0,3
ACCIDENT_02389,2019-03-11 22,월요일,맑음,대구광역시 달성군 옥포읍,교차로 - 교차로안,건조,차대차,추돌,교차로운행방법위반,화물,남,62세,상해없음,승용,남,38세,경상,0,0,1,0,3
ACCIDENT_02390,2019-03-11 22,월요일,맑음,대구광역시 달서구 두류동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,남,64세,상해없음,보행자,남,58세,중상,0,1,0,0,5
ACCIDENT_02391,2019-03-11 23,월요일,맑음,대구광역시 달서구 상인동,단일로 - 기타,건조,차대사람,보도통행중,기타,승용,남,38세,상해없음,보행자,여,57세,경상,0,0,1,0,3
ACCIDENT_02392,2019-03-11 23,월요일,맑음,대구광역시 북구 태전동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,남,26세,경상,승용,남,32세,경상,0,0,3,0,9
ACCIDENT_02393,2019-03-12 02,화요일,맑음,대구광역시 서구 비산동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,53세,상해없음,화물,남,61세,중상,0,1,1,0,8
ACCIDENT_02394,2019-03-12 03,화요일,맑음,대구광역시 수성구 상동,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승용,남,63세,상해없음,승용,남,39세,경상,0,0,1,0,3
ACCIDENT_02395,2019-03-12 05,화요일,맑음,대구광역시 북구 고성동3가,교차로 - 교차로부근,건조,차대차,기타,신호위반,승용,여,59세,상해없음,자전거,여,59세,중상,0,1,0,0,5
ACCIDENT_02396,2019-03-12 07,화요일,맑음,대구광역시 수성구 신매동,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,화물,남,58세,상해없음,화물,남,48세,경상,0,0,1,0,3
ACCIDENT_02397,2019-03-12 08,화요일,맑음,대구광역시 수성구 성동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,50세,상해없음,이륜,남,77세,중상,0,1,0,0,5
ACCIDENT_02398,2019-03-12 10,화요일,맑음,대구광역시 서구 내당동,기타 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,여,56세,상해없음,이륜,남,52세,경상,0,0,1,0,3
ACCIDENT_02399,2019-03-12 10,화요일,맑음,대구광역시 북구 국우동,교차로 - 교차로부근,건조,차대차,측면충돌,신호위반,승용,여,39세,상해없음,화물,여,48세,중상,0,1,0,0,5
ACCIDENT_02400,2019-03-12 11,화요일,맑음,대구광역시 북구 구암동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,여,39세,상해없음,승용,여,42세,경상,0,0,1,0,3
ACCIDENT_02401,2019-03-12 12,화요일,맑음,대구광역시 동구 대림동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,자전거,남,64세,중상,화물,남,32세,기타불명,0,1,0,0,5
ACCIDENT_02402,2019-03-12 13,화요일,맑음,대구광역시 달서구 진천동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,화물,남,56세,상해없음,보행자,여,72세,중상,0,1,0,0,5
ACCIDENT_02403,2019-03-12 13,화요일,맑음,대구광역시 달서구 본리동,기타 - 기타,건조,차대차,기타,안전운전불이행,화물,남,53세,상해없음,자전거,남,71세,경상,0,0,1,0,3
ACCIDENT_02404,2019-03-12 14,화요일,맑음,대구광역시 달서구 파호동,교차로 - 교차로부근,건조,차대차,측면충돌,신호위반,이륜,남,52세,상해없음,자전거,남,74세,경상,0,0,1,0,3
ACCIDENT_02405,2019-03-12 14,화요일,맑음,대구광역시 달서구 신당동,단일로 - 기타,건조,차대사람,차도통행중,안전운전불이행,승용,남,18세,상해없음,보행자,여,28세,부상신고,0,0,0,1,1
ACCIDENT_02406,2019-03-12 14,화요일,맑음,대구광역시 북구 서변동,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,승용,여,50세,기타불명,승용,여,39세,중상,0,1,0,0,5
ACCIDENT_02407,2019-03-12 15,화요일,맑음,대구광역시 동구 효목동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,47세,상해없음,승용,남,54세,기타불명,0,0,1,0,3
ACCIDENT_02408,2019-03-12 15,화요일,맑음,대구광역시 서구 평리동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,자전거,남,63세,중상,승합,남,66세,상해없음,0,1,0,0,5
ACCIDENT_02409,2019-03-12 16,화요일,맑음,대구광역시 달서구 장동,단일로 - 기타,건조,차대차,측면충돌,교차로운행방법위반,화물,남,59세,상해없음,이륜,남,17세,경상,0,0,2,0,6
ACCIDENT_02410,2019-03-12 16,화요일,맑음,대구광역시 달서구 용산동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,여,61세,상해없음,승용,여,48세,경상,0,0,1,0,3
ACCIDENT_02411,2019-03-12 17,화요일,맑음,대구광역시 달성군 다사읍,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,남,39세,상해없음,승용,남,59세,중상,0,1,0,0,5
ACCIDENT_02412,2019-03-12 17,화요일,맑음,대구광역시 북구 노원동3가,단일로 - 기타,건조,차대차,추돌,안전거리미확보,승용,남,28세,상해없음,승용,여,49세,경상,0,0,1,1,4
ACCIDENT_02413,2019-03-12 18,화요일,맑음,대구광역시 남구 대명동,교차로 - 교차로부근,건조,차대사람,기타,안전운전불이행,기타불명,기타불명,미분류,기타불명,보행자,여,16세,경상,0,0,2,0,6
ACCIDENT_02414,2019-03-12 18,화요일,비,대구광역시 동구 신천동,교차로 - 교차로안,젖음/습기,차대차,기타,교차로운행방법위반,승용,남,31세,상해없음,자전거,남,62세,중상,0,1,0,0,5
ACCIDENT_02415,2019-03-12 18,화요일,맑음,대구광역시 중구 동인동4가,단일로 - 기타,젖음/습기,차대사람,차도통행중,신호위반,화물,남,62세,상해없음,보행자,여,22세,중상,0,1,0,0,5
ACCIDENT_02416,2019-03-12 19,화요일,비,대구광역시 수성구 두산동,교차로 - 교차로부근,젖음/습기,차대차,측면충돌,안전운전불이행,승용,여,43세,상해없음,승용,남,64세,경상,0,0,2,0,6
ACCIDENT_02417,2019-03-12 19,화요일,맑음,대구광역시 달서구 송현동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승합,남,65세,상해없음,보행자,남,24세,중상,0,1,0,0,5
ACCIDENT_02418,2019-03-12 19,화요일,맑음,대구광역시 달성군 다사읍,단일로 - 기타,건조,차대차,추돌,안전운전불이행,기타불명,기타불명,미분류,기타불명,승용,여,27세,경상,0,0,1,0,3
ACCIDENT_02419,2019-03-12 19,화요일,맑음,대구광역시 서구 평리동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,37세,상해없음,이륜,남,32세,경상,0,0,1,0,3
ACCIDENT_02420,2019-03-12 19,화요일,비,대구광역시 중구 교동,단일로 - 기타,젖음/습기,차대차,추돌,안전운전불이행,승용,남,39세,상해없음,승용,여,37세,경상,0,0,1,0,3
ACCIDENT_02421,2019-03-12 19,화요일,맑음,대구광역시 달서구 장기동,기타 - 기타,건조,차대사람,횡단중,보행자보호의무위반,승용,여,57세,상해없음,보행자,여,65세,중상,0,2,0,0,10
ACCIDENT_02422,2019-03-12 19,화요일,비,대구광역시 달서구 본리동,교차로 - 교차로안,젖음/습기,차대사람,횡단중,신호위반,화물,남,48세,상해없음,보행자,여,9세,경상,0,0,1,0,3
ACCIDENT_02423,2019-03-12 22,화요일,맑음,대구광역시 동구 불로동,단일로 - 기타,건조,차대차,측면충돌,중앙선침범,자전거,남,26세,부상신고,승용,남,26세,상해없음,0,0,0,1,1
ACCIDENT_02424,2019-03-13 05,수요일,맑음,대구광역시 달서구 죽전동,단일로 - 기타,건조,차량단독,기타,안전운전불이행,승용,남,62세,상해없음,,,,,0,0,1,0,3
ACCIDENT_02425,2019-03-13 07,수요일,맑음,대구광역시 달서구 대천동,교차로 - 교차로안,건조,차대차,측면충돌,직진우회전진행방해,승용,남,63세,중상,화물,남,58세,중상,0,3,0,0,15
ACCIDENT_02426,2019-03-13 07,수요일,맑음,대구광역시 서구 비산동,교차로 - 교차로안,건조,차대차,정면충돌,안전운전불이행,승합,여,56세,상해없음,자전거,남,58세,중상,0,1,0,0,5
ACCIDENT_02427,2019-03-13 09,수요일,맑음,대구광역시 동구 신천동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,화물,남,56세,상해없음,승용,여,42세,경상,0,0,1,0,3
ACCIDENT_02428,2019-03-13 09,수요일,맑음,대구광역시 수성구 범어동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,26세,상해없음,승용,남,64세,경상,0,1,1,0,8
ACCIDENT_02429,2019-03-13 09,수요일,맑음,대구광역시 달성군 다사읍,단일로 - 기타,건조,차대사람,보도통행중,신호위반,승용,남,77세,상해없음,보행자,남,55세,사망,1,0,0,0,10
ACCIDENT_02430,2019-03-13 09,수요일,맑음,대구광역시 북구 산격동,단일로 - 기타,건조,차대사람,길가장자리구역통행중,안전운전불이행,승용,남,31세,상해없음,보행자,남,62세,부상신고,0,0,0,1,1
ACCIDENT_02431,2019-03-13 09,수요일,맑음,대구광역시 달서구 성당동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,화물,남,56세,상해없음,승용,남,66세,경상,0,0,1,0,3
ACCIDENT_02432,2019-03-13 10,수요일,맑음,대구광역시 수성구 중동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,건설기계,남,30세,상해없음,승용,여,29세,중상,0,1,0,0,5
ACCIDENT_02433,2019-03-13 10,수요일,맑음,대구광역시 달서구 도원동,교차로 - 교차로부근,건조,차대차,측면충돌,직진우회전진행방해,승용,여,43세,경상,승용,남,64세,경상,0,0,2,0,6
ACCIDENT_02434,2019-03-13 10,수요일,맑음,대구광역시 북구 노원동3가,단일로 - 기타,건조,차대차,추돌,안전운전불이행,화물,남,59세,상해없음,승용,남,52세,중상,0,1,3,0,14
ACCIDENT_02435,2019-03-13 11,수요일,맑음,대구광역시 북구 구암동,교차로 - 교차로안,건조,차대차,추돌,안전운전불이행,승용,남,68세,기타불명,승용,여,42세,경상,0,0,1,0,3
ACCIDENT_02436,2019-03-13 12,수요일,맑음,대구광역시 동구 각산동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,이륜,남,63세,경상,승용,남,47세,상해없음,0,0,1,0,3
ACCIDENT_02437,2019-03-13 12,수요일,맑음,대구광역시 북구 복현동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,47세,기타불명,승용,남,34세,경상,0,0,1,0,3
ACCIDENT_02438,2019-03-13 13,수요일,맑음,대구광역시 수성구 만촌동,교차로 - 교차로부근,건조,차대차,측면충돌,신호위반,이륜,남,27세,부상신고,승용,남,36세,상해없음,0,0,0,1,1
ACCIDENT_02439,2019-03-13 13,수요일,맑음,대구광역시 수성구 삼덕동,단일로 - 기타,건조,차대사람,기타,기타,승용,남,48세,상해없음,보행자,남,20세,부상신고,0,0,0,1,1
ACCIDENT_02440,2019-03-13 14,수요일,맑음,대구광역시 수성구 만촌동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,여,67세,상해없음,승용,남,42세,경상,0,0,1,0,3
